#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NC_009657.1          -         result               -          cm        1      295        1      293      +    no    1 0.42   0.0  267.3   1.9e-67 !   Scotophilus bat coronavirus 512, complete genome
KF761675.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.9     4e-60 !   Porcine epidemic diarrhea virus strain CH/YNKM-8/2013, complete genome
KT021233.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.9     4e-60 !   Porcine epidemic diarrhea virus strain YN200, complete genome
KT021232.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.9     4e-60 !   Porcine epidemic diarrhea virus strain YN144, complete genome
KT021231.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.9     4e-60 !   Porcine epidemic diarrhea virus strain YN90, complete genome
KT021230.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.9     4e-60 !   Porcine epidemic diarrhea virus strain YN60, complete genome
KT021229.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.9     4e-60 !   Porcine epidemic diarrhea virus strain YN30, complete genome
KT021228.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.9     4e-60 !   Porcine epidemic diarrhea virus strain YN15, complete genome
KT021227.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.9     4e-60 !   Porcine epidemic diarrhea virus strain YN1, complete genome
KC210145.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.9     4e-60 !   Porcine epidemic diarrhea virus strain AH2012, complete genome
JX188454.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.9     4e-60 !   Porcine epidemic diarrhea virus strain AJ1102, complete genome
JQ282909.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.9     4e-60 !   Porcine epidemic diarrhea virus strain CH/FJND-3/2011, complete genome
MK250953.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.9   4.1e-60 !   Porcine epidemic diarrhea virus strain ZJ/ZX2018-C10, complete genome
MG546690.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.8   4.3e-60 !   Porcine epidemic diarrhea virus strain CH/BJ11/2016, complete genome
LT905450.1           -         result               -          cm        1      295        1      291      +    no    1 0.47   0.0  239.7   4.5e-60 !   Porcine epidemic diarrhea virus isolate CV777 genome assembly, complete genome: monopartite
LT898423.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.5   5.1e-60 !   Porcine epidemic diarrhea virus isolate PEDV_GER_L01012-K01_15-02_2015 genome assembly, complete genome: monopartite
MH708243.1           -         result               -          cm        1      295        1      291      +    no    1 0.45   0.0  239.4   5.3e-60 !   Porcine epidemic diarrhea virus strain H11-SD2017, complete genome
MH726400.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.4   5.6e-60 !   Porcine epidemic diarrhea virus isolate GDS45, complete genome
MH726399.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.4   5.6e-60 !   Porcine epidemic diarrhea virus isolate GDS42, complete genome
MH726395.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.4   5.6e-60 !   Porcine epidemic diarrhea virus isolate GDS32, complete genome
MH748550.1           -         result               -          cm        1      295        1      292      +    no    1 0.45   0.0  239.3   5.7e-60 !   Porcine epidemic diarrhea virus strain PEDV JS-A, complete genome
KU646831.1           -         result               -          cm        1      295        1      292      +    no    1 0.45   0.0  239.3   5.7e-60 !   Porcine epidemic diarrhea virus isolate AH2012/12, complete genome
KM089829.1           -         result               -          cm        1      295        1      292      +    no    1 0.45   0.0  239.3   5.7e-60 !   Porcine epidemic diarrhea virus strain GDS01, complete genome
KJ960180.1           -         result               -          cm        1      295        1      292      +    no    1 0.45   0.0  239.3   5.7e-60 !   Porcine epidemic diarrhea virus clone VN/KCHY-310113/2013/KhoaiChau/HungYen/Vietnam, complete genome
KJ960179.1           -         result               -          cm        1      295        1      292      +    no    1 0.45   0.0  239.3   5.7e-60 !   Porcine epidemic diarrhea virus clone VN/VAP1113_1/2013/Vung Tua/Vietnam, complete genome
KJ960178.1           -         result               -          cm        1      295        1      292      +    no    1 0.45   0.0  239.3   5.7e-60 !   Porcine epidemic diarrhea virus clone VN/JFP1013_1/2013/Vinh An/Vietnam, complete genome
KF384500.1           -         result               -          cm        1      295        1      292      +    no    1 0.45   0.0  239.3   5.7e-60 !   Porcine epidemic diarrhea virus strain CH/GDGZ/2012, complete genome
JX647847.1           -         result               -          cm        1      295        1      292      +    no    1 0.45   0.0  239.3   5.7e-60 !   Porcine epidemic diarrhea virus strain GD-1, complete genome
JX112709.1           -         result               -          cm        1      295        1      292      +    no    1 0.45   0.0  239.3   5.7e-60 !   Porcine epidemic diarrhea virus strain GD-A, complete genome
KR095279.1           -         result               -          cm        1      295        1      296      +    no    1 0.45   0.0  239.3   5.8e-60 !   Porcine epidemic diarrhea virus strain CH/HNQX-3/14, complete genome
KJ196348.1           -         result               -          cm        1      295        1      292      +    no    1 0.45   0.0  239.3     6e-60 !   Porcine epidemic diarrhea virus strain SHQP/YM/2013, complete genome
KY007139.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.2     6e-60 !   Porcine epidemic diarrhea virus isolate PEDV-Hjms, complete genome
JX524137.1           -         result               -          cm        1      295        1      292      +    no    1 0.45   0.0  239.1   6.5e-60 !   Porcine epidemic diarrhea virus strain ZJCZ4, complete genome
MK138353.1           -         result               -          cm        1      295        1      292      +    no    1 0.45   0.0  239.1   6.7e-60 !   Porcine epidemic diarrhea virus strain G2, complete genome
MH726392.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  239.1   6.8e-60 !   Porcine epidemic diarrhea virus isolate GDS44, complete genome
MG837058.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  238.9   7.4e-60 !   Porcine epidemic diarrhea virus isolate PC273/O, complete genome
MH726369.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  238.7   8.5e-60 !   Porcine epidemic diarrhea virus isolate GDS30, complete genome
MK482397.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  238.7   8.6e-60 !   Porcine epidemic diarrhea virus isolate KNU-1830, complete genome
MK482396.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  238.7   8.6e-60 !   Porcine epidemic diarrhea virus isolate KNU-1829, complete genome
MH061337.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  238.7   8.7e-60 !   Porcine epidemic diarrhea virus strain CH/SCZG/2017, complete genome
KJ020932.1           -         result               -          cm        1      295        1      292      +    no    1 0.46   0.0  238.6   8.7e-60 !   Porcine epidemic diarrhea virus isolate CHYJ130330, complete genome
JX261936.1           -         result               -          cm        1      295        1      292      +    no    1 0.45   0.0  238.4     1e-59 !   Porcine epidemic diarrhea virus strain CHGD-01, complete genome
